paquete_sha,capa,idx,producto_id,municipio,departamento,dano,tipo,sensor,sensor_date,metodo,copyright,lat,lon,first_seen,snapshot_date
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,12,3246,Cali,Valle del Cauca,Damaged,Religious,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.43137110300006,-76.53823644699997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,13,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.427810263000026,-76.53902262299994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,14,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.426366571000074,-76.53882331399996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,15,3246,Cali,Valle del Cauca,Destroyed,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.420999567000024,-76.54272770499995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,16,3246,Cali,Valle del Cauca,Damaged,Hospital,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.43048668900002,-76.54504511199997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,17,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.395911578000039,-76.54006283399997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,18,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.397974950000048,-76.54694099599999,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,19,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.397665221000068,-76.54489114099994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,20,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.397674535000021,-76.54373174499995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,21,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.399055314000066,-76.53784539999998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,22,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.399021944000026,-76.54161777199994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,23,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.400254553000025,-76.54601759299999,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,24,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.402114529000073,-76.54804273399998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,25,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.400582498000063,-76.54909340199998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,26,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.402058201000045,-76.53981053999996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,27,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.407569766000051,-76.54823932699998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,28,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.407579484000053,-76.54837530899994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,29,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.408998926000038,-76.54473862099996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,30,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.408500399000047,-76.54884895499998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,31,3246,Cali,Valle del Cauca,Possibly damaged,Sport hall,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.411418205000075,-76.55068500299996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,32,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.414680593000071,-76.53274405799993,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,33,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.418673589000036,-76.55281727499994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,34,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423148841000057,-76.54827417899997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,35,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423531703000037,-76.54915549799995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,36,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423374482000042,-76.54796552199997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,37,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423203348000072,-76.54817383499994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,38,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423434760000021,-76.54909353799997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,39,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423337817000061,-76.54903157899997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,40,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423412610000071,-76.54839048399998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,41,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423455429000057,-76.54831716099994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,42,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423486589000049,-76.54825154499997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,43,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.42328014900005,-76.54868770199994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,44,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.422648159000062,-76.54583984999994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,45,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424314072000072,-76.53468349999997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,46,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423812780000048,-76.54020859199994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,47,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.425254283000072,-76.55210445699998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,48,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.427570820000028,-76.54066700799996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,49,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.42794058000004,-76.54398772599995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,50,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.42878597400005,-76.53585067699998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,51,3246,Cali,Valle del Cauca,Damaged,Hospital,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.428924550000033,-76.53618958699997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,52,3246,Cali,Valle del Cauca,Damaged,Educational,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.429512638000062,-76.53508051599994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,53,3246,Cali,Valle del Cauca,Damaged,Educational,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.429404041000055,-76.53463782199998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,54,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.432167130000039,-76.54507237899998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,55,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.434469023000077,-76.54266816899997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,56,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.434394642000029,-76.54257657899996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,57,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.435581589000037,-76.53370330199994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,58,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.439119899000048,-76.54863610699994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,59,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.43905481500002,-76.54129852099999,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,60,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.440961522000066,-76.54359826299998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,61,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.442175045000056,-76.54134556299994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,62,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.396370957000045,-76.54802404699996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,63,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.396152027000028,-76.54767906099994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,64,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.396476342000028,-76.54760343599997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,65,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.396556081000028,-76.54810448999996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,66,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.396638984000049,-76.54789022499995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,67,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.416860858000064,-76.53961735899998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,68,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424358220000045,-76.53477588799996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,69,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424369520000027,-76.53486126599995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,70,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424277958000062,-76.53490095399997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,71,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424174938000021,-76.53495390299997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,72,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424268659000063,-76.53475677699998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,73,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424783208000065,-76.53483536799996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,74,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424895710000044,-76.53481278499999,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,75,3246,Cali,Valle del Cauca,Not Applicable,Tent/shelter,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.424947180000061,-76.53481096999997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,76,3246,Cali,Valle del Cauca,Damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.43440547900002,-76.53468172599997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,77,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.434219520000056,-76.53482435799998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,78,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.435661128000049,-76.53307207899996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,79,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.434189659000026,-76.53337776899997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,80,3246,Cali,Valle del Cauca,Destroyed,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.421575451000024,-76.53458980999994,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,81,3246,Cali,Valle del Cauca,Destroyed,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.422389101000022,-76.54294494899995,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,82,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.422354591000044,-76.54284632399998,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,83,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.422816410000053,-76.54821667299996,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,84,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.422880547000034,-76.54836955999997,2026-08-21T09:23:55Z,2026-09-25
30f81bb1cf985789e6cd8a53f964f75e19203f150ab65e91589800a7ba3f0db3,UrbanP,85,3246,Cali,Valle del Cauca,Possibly damaged,Residential,Pleiades,2026/08/11 15:55 UTC,Photo-interpretation,© ICube-SERTIT 2026,3.423472516000061,-76.54982441899995,2026-08-21T09:23:55Z,2026-09-25
